Id,Review,Sentiment
2508,start learn lot video stuff learn valuable absence staff professor involvement problem giving_NEG stars_NEG outside_NEG quizzes_NEG graded_NEG computers_NEG practice_NEG assignments_NEG practice_NEG cannot_NEG check_NEG answers_NEG test_NEG super_NEG awesome_NEG cannot_NEG really_NEG ask_NEG help_NEG final_NEG project_NEG forum_NEG questions_NEG graded_NEG answered_NEG students_NEG confusion_NEG either_NEG go_NEG unresolved_NEG worsened_NEG potentially_NEG wrong_NEG answers_NEG students_NEG saw_NEG happen_NEG many_NEG many_NEG times_NEG maybe_NEG expecting_NEG much_NEG online_NEG learning_NEG platform_NEG feel_NEG like_NEG learn_NEG perhaps_NEG learned_NEG wrong_NEG practices_NEG videos_NEG great_NEG actual_NEG teacher_NEG involvement_NEG poor_NEG course_NEG sure_NEG university_NEG work_NEG together_NEG totally_NEG strange_NEG desire_NEG input_NEG professor_NEG,2
2509,great course business analytics point view,3
2510,best course specialization far tell instructor specializes engaging presentation felt like never lost_NEG always_NEG challenged_NEG,3
2511,great course extremely helpful professor love,3
2512,video great much le math heavy excel course series nice break,3
2513,excellent course video easy follow along borg great explaining material also fun learn use tableau develop thorough understanding program highly recommend course interested data analytics data visualization business presentation,3
2514,great course,3
2515,great course highly recommended,3
2516,course well built presentation extremely clear great combination listening actual example,3
2517,awesome course easy understand useful tool thank much providing course :),3
2518,thanks much great content especially jane scratch borg brilliant presentation skill lovely voice good looking well please participate highly recommend course,3
2519,useful especially final project learn lot course,3
2520,enjoyed learning course fun_NEG also_NEG gives_NEG detailed_NEG tutorial_NEG using_NEG tableau_NEG course_NEG gives_NEG practical_NEG learning_NEG experience_NEG business_NEG orientated_NEG way_NEG thinking_NEG utilizing_NEG data_NEG visualization_NEG,3
2521,flow presentation engaging give relatively basic overview tableau mention higher functionality poking box going lot easier taken course,3
2522,interesting useful far,3
2523,good course,3
2524,loved tableau section instructor good communicator great whole course bi software,3
2525,excellent course given six month license use tableau well practice data assignment exercise practical informative cover tableau first week framing data question working stakeholder second third week cover tableau last week give helpful tip giving effective presentation final assessment go thing prepared put use want final certificate,3
2526,impress course yo enjoy high level educational material,3
2527,absolutely outstanding course stretched late night grappling data learning tableau recording blooper free presentation many take course tableau_NEG clarifying_NEG goals_NEG planning_NEG diving_NEG data_NEG putting_NEG shoes_NEG client_NEG good_NEG presentation_NEG principles_NEG great_NEG practical_NEG exercise_NEG end_NEG make_NEG sure_NEG put_NEG aside_NEG plenty_NEG time_NEG,3
2528,could learnt youtube really good_NEG eager_NEG courses_NEG rigorous_NEG full_NEG math_NEG bunch_NEG pretty_NEG pictures_NEG included_NEG specialization_NEG,1
2529,useful term providing intro tableau use application,3
2530,awesome course one best attended course,3
2531,best course duke data analysis specialisation hand experience real data work,3
2532,prof jane borg simply best every lecture material video exercise final project carefully crafted optimize student learning experience made learning fun easy_NEG let_NEG talk_NEG reason_NEG give_NEG course_NEG full_NEG star_NEG rating_NEG students_NEG might_NEG already_NEG know_NEG class_NEG requires_NEG us_NEG put_NEG together_NEG minute_NEG video_NEG demonstrate_NEG understanding_NEG tableau_NEG business_NEG analytics_NEG presentation_NEG skills_NEG unfortunately_NEG students_NEG care_NEG first_NEG one_NEG blatantly_NEG ignoring_NEG two_NEG makes_NEG grading_NEG process_NEG pain_NEG error_NEG know_NEG another_NEG important_NEG reminder_NEG sure_NEG submit_NEG final_NEG project_NEG days_NEG deadline_NEG otherwise_NEG might_NEG risk_NEG getting_NEG graded_NEG students_NEG forum_NEG student_NEG claimed_NEG forced_NEG join_NEG session_NEG could_NEG get_NEG peers_NEG grade_NEG project_NEG two_NEG sessions_NEG ago_NEG horror_NEG,3
2533,great course understand use tableau learning could utilize tableau real business case company facing,3
2534,great course strong material create excellent presentation use tableau,3
2535,loved course lecture video taught lot happy got use whatever learned final project reason giving three star submission process final project gave headache really_NEG understand_NEG submit_NEG tableau_NEG public_NEG tried_NEG following_NEG instructions_NEG could_NEG find_NEG things_NEG confused_NEG bit_NEG caused_NEG submit_NEG assignment_NEG late_NEG pleasant_NEG process_NEG maybe_NEG upload_NEG new_NEG instructions_NEG screenshot_NEG make_NEG another_NEG lecture_NEG video_NEG submit_NEG,2
2536,given extra star free license software received find_NEG course_NEG challenging_NEG machine_NEG learning_NEG course_NEG assignments_NEG need_NEG challenging_NEG connecting_NEG quite_NEG ga_NEG analytics_NEG dummy_NEG data_NEG added_NEG tableau_NEG session_NEG incorporated_NEG,2
2537,good broad introduction tableau,3
2538,think excellent start course understanding business value stakeholder analyzing data,3
2539,nice eye opening class jena presented well learnt lot class thank jena,3
2540,nice alternative tableau seminar necessary_NEG certification_NEG handy_NEG real_NEG world_NEG application_NEG,3
2541,instructor provided data set actual business use tableau analysis felt video supplemental information provided valuable instruction data analysis tableau software communication result great class,3
2542,love tableau challenging class make know use tableau,3
2543,lot great information course presented good way however like excel course specialization material using_NEG tableau_NEG week_NEG running_NEG project_NEG weeks_NEG using_NEG tableau_NEG final_NEG weeks_NEG presentation_NEG interest_NEG mainly_NEG tableau_NEG would_NEG recommend_NEG course_NEG however_NEG taking_NEG course_NEG learn_NEG tableau_NEG would_NEG suggest_NEG paying_NEG,1
2544,course marvelous helped lot tableau learning process improved graphic communication ability,3
2545,loved course video amazing course fantastic getting foundation understanding data analysis use tableau,3
2546,great course need thank jane,3
2547,well written exercise really force get plus get month license keep playing around tableau finished course,3
2548,amazing course good start,3
2549,great course applicable profession especially important young professional looking leg work place,3
2550,excellent course well presented useful tip probably return later career,3
2551,excellent course instructor clear point exercise challenging fun require little bit digging take learning whole new level rewarding experience,3
2552,interesting interactive course,3
2553,found class easy follow yet informative truly helpful,3
2554,great course well organized worked format would build learned several milestone review one complaint final asks work tableau provides license day although course run longer,2
